date,region,confirmed,deaths
2020-09-27,Seattle (King Co),22137,787
2020-09-27,Vancouver (BC),8641,230
2020-09-28,Portland (Multnomah Co),7204,139
2020-09-28,Seattle (King Co),22231,787
2020-09-28,Vancouver (BC),8908,233
2020-09-29,Portland (Multnomah Co),7257,140
2020-09-29,Seattle (King Co),22282,780
2020-09-29,Vancouver (BC),9013,234
2020-09-30,Portland (Multnomah Co),7274,141
2020-09-30,Seattle (King Co),22419,780
2020-09-30,Vancouver (BC),9138,234
2020-10-01,Portland (Multnomah Co),7345,141
2020-10-01,Seattle (King Co),22579,778
2020-10-01,Vancouver (BC),9220,235
2020-10-02,Portland (Multnomah Co),7402,141
2020-10-02,Seattle (King Co),22807,786
2020-10-02,Vancouver (BC),9381,238
2020-10-03,Portland (Multnomah Co),7455,144
2020-10-03,Seattle (King Co),22960,786
2020-10-03,Vancouver (BC),9381,238
2020-10-04,Portland (Multnomah Co),7516,144
2020-10-04,Seattle (King Co),23042,786
2020-10-04,Vancouver (BC),9381,238
2020-10-05,Portland (Multnomah Co),7576,145
2020-10-05,Seattle (King Co),23168,790
2020-10-05,Vancouver (BC),9739,242
2020-10-06,Portland (Multnomah Co),7623,145
2020-10-06,Seattle (King Co),23287,794
2020-10-06,Vancouver (BC),9841,244
2020-10-07,Portland (Multnomah Co),7665,146
2020-10-07,Seattle (King Co),23438,799
2020-10-07,Vancouver (BC),9956,244
2020-10-08,Portland (Multnomah Co),7746,146
2020-10-08,Seattle (King Co),23605,801
2020-10-08,Vancouver (BC),10066,245
2020-10-09,Portland (Multnomah Co),7844,146
2020-10-09,Seattle (King Co),23755,803
2020-10-09,Vancouver (BC),10185,245
2020-10-10,Portland (Multnomah Co),7917,146
2020-10-10,Seattle (King Co),23898,803
2020-10-10,Vancouver (BC),10185,245
2020-10-11,Portland (Multnomah Co),7994,146
2020-10-11,Seattle (King Co),24072,803
2020-10-11,Vancouver (BC),10185,245
2020-10-12,Portland (Multnomah Co),8041,146
2020-10-12,Seattle (King Co),24224,803
2020-10-12,Vancouver (BC),10185,245
2020-10-13,Portland (Multnomah Co),8086,148
2020-10-13,Seattle (King Co),24349,807
2020-10-13,Vancouver (BC),10734,250
2020-10-14,Portland (Multnomah Co),8171,149
2020-10-14,Seattle (King Co),24519,809
2020-10-14,Vancouver (BC),10892,250
2020-10-15,Portland (Multnomah Co),8280,149
2020-10-15,Seattle (King Co),24668,810
2020-10-15,Vancouver (BC),11034,250
2020-10-16,Portland (Multnomah Co),8367,152
2020-10-16,Seattle (King Co),24792,811
2020-10-16,Vancouver (BC),11189,251
2020-10-17,Portland (Multnomah Co),8462,152
2020-10-17,Seattle (King Co),25011,812
2020-10-17,Vancouver (BC),11189,251
2020-10-18,Portland (Multnomah Co),8520,152
2020-10-18,Seattle (King Co),25116,812
2020-10-18,Vancouver (BC),11189,251
2020-10-19,Portland (Multnomah Co),8588,156
2020-10-19,Seattle (King Co),25288,813
2020-10-19,Vancouver (BC),11687,253
2020-10-20,Portland (Multnomah Co),8689,156
2020-10-20,Seattle (King Co),25386,819
2020-10-20,Vancouver (BC),11854,254
2020-10-21,Portland (Multnomah Co),8743,157
2020-10-21,Seattle (King Co),25559,819
2020-10-21,Vancouver (BC),12057,256
2020-10-22,Portland (Multnomah Co),8825,157
2020-10-22,Seattle (King Co),25759,817
2020-10-22,Vancouver (BC),12331,256
2020-10-23,Portland (Multnomah Co),8955,160
2020-10-23,Seattle (King Co),25988,817
2020-10-23,Vancouver (BC),12554,256
2020-10-24,Portland (Multnomah Co),9055,160
2020-10-24,Seattle (King Co),26200,817
2020-10-24,Vancouver (BC),12554,256
2020-10-25,Portland (Multnomah Co),9137,160
2020-10-25,Seattle (King Co),26360,817
2020-10-25,Vancouver (BC),12554,256
2020-10-26,Portland (Multnomah Co),9228,161
2020-10-26,Seattle (King Co),26540,828
2020-10-26,Vancouver (BC),13371,259
2020-10-27,Portland (Multnomah Co),9292,163
2020-10-27,Seattle (King Co),26640,828
2020-10-27,Vancouver (BC),13588,259
2020-10-28,Portland (Multnomah Co),9401,166
2020-10-28,Seattle (King Co),26836,833
2020-10-28,Vancouver (BC),13875,261
2020-10-29,Portland (Multnomah Co),9502,166
2020-10-29,Seattle (King Co),27057,833
2020-10-29,Vancouver (BC),14109,262
2020-10-30,Portland (Multnomah Co),9653,168
2020-10-30,Seattle (King Co),27442,834
2020-10-30,Vancouver (BC),14381,263
2020-10-31,Portland (Multnomah Co),9780,173
2020-10-31,Seattle (King Co),27776,834
2020-10-31,Vancouver (BC),14733,263
2020-11-01,Portland (Multnomah Co),9894,172
2020-11-01,Seattle (King Co),27986,834
2020-11-01,Vancouver (BC),15122,263
2020-11-02,Portland (Multnomah Co),10090,174
2020-11-02,Seattle (King Co),28281,836
2020-11-02,Vancouver (BC),15501,269
2020-11-03,Portland (Multnomah Co),10139,175
2020-11-03,Seattle (King Co),28408,840
2020-11-03,Vancouver (BC),15800,272
2020-11-04,Portland (Multnomah Co),10312,176
2020-11-04,Seattle (King Co),28967,841
2020-11-04,Vancouver (BC),16135,273
2020-11-05,Portland (Multnomah Co),10505,176
2020-11-05,Seattle (King Co),29484,841
2020-11-05,Vancouver (BC),16560,273
2020-11-06,Portland (Multnomah Co),10705,179
2020-11-06,Seattle (King Co),30016,841
2020-11-06,Vancouver (BC),17149,275
2020-11-07,Portland (Multnomah Co),10942,185
2020-11-07,Seattle (King Co),30434,841
2020-11-07,Vancouver (BC),17716,276
2020-11-08,Portland (Multnomah Co),11156,185
2020-11-08,Seattle (King Co),30885,841
2020-11-08,Vancouver (BC),18252,276
2020-11-09,Portland (Multnomah Co),11348,188
2020-11-09,Seattle (King Co),31263,845
2020-11-09,Vancouver (BC),18714,281
2020-11-10,Portland (Multnomah Co),11497,188
2020-11-10,Seattle (King Co),31595,848
2020-11-10,Vancouver (BC),19239,284
2020-11-11,Portland (Multnomah Co),11792,191
2020-11-11,Seattle (King Co),31967,848
2020-11-11,Vancouver (BC),19774,284
2020-11-12,Portland (Multnomah Co),12139,191
2020-11-12,Seattle (King Co),32589,857
2020-11-12,Vancouver (BC),20368,288
2020-11-13,Portland (Multnomah Co),12382,195
2020-11-13,Seattle (King Co),33387,855
2020-11-13,Vancouver (BC),20985,290
2020-11-14,Portland (Multnomah Co),12521,195
2020-11-14,Seattle (King Co),34014,855
2020-11-14,Vancouver (BC),21639,290
2020-11-15,Portland (Multnomah Co),12700,195
2020-11-15,Seattle (King Co),34556,855
2020-11-15,Vancouver (BC),22298,290
2020-11-16,Portland (Multnomah Co),12930,200
2020-11-16,Seattle (King Co),35228,857
2020-11-16,Vancouver (BC),22944,299
2020-11-17,Portland (Multnomah Co),13138,200
2020-11-17,Seattle (King Co),35729,864
2020-11-17,Vancouver (BC),23661,310
2020-11-18,Portland (Multnomah Co),13350,204
2020-11-18,Seattle (King Co),36012,864
2020-11-18,Vancouver (BC),24422,320
2020-11-19,Portland (Multnomah Co),13725,208
2020-11-19,Seattle (King Co),36816,865
2020-11-19,Vancouver (BC),24958,321
2020-11-20,Portland (Multnomah Co),14060,211
2020-11-20,Seattle (King Co),37454,866
2020-11-20,Vancouver (BC),25474,331
2020-11-21,Portland (Multnomah Co),14472,211
2020-11-21,Seattle (King Co),38031,866
2020-11-21,Vancouver (BC),26187,331
2020-11-22,Portland (Multnomah Co),14988,211
2020-11-22,Seattle (King Co),38691,866
2020-11-22,Vancouver (BC),26813,331
2020-11-23,Portland (Multnomah Co),15240,215
2020-11-23,Seattle (King Co),40084,878
2020-11-23,Vancouver (BC),27407,348
2020-11-24,Portland (Multnomah Co),15386,224
2020-11-24,Seattle (King Co),40755,883
2020-11-24,Vancouver (BC),28348,358
2020-11-25,Portland (Multnomah Co),15561,232
2020-11-25,Seattle (King Co),41519,885
2020-11-25,Vancouver (BC),29086,371
2020-11-26,Portland (Multnomah Co),15860,232
2020-11-26,Seattle (King Co),42122,885
2020-11-26,Vancouver (BC),29973,384
2020-11-27,Portland (Multnomah Co),15875,235
2020-11-27,Seattle (King Co),42922,885
2020-11-27,Vancouver (BC),30884,395
2020-11-28,Portland (Multnomah Co),16587,235
2020-11-28,Seattle (King Co),43403,885
2020-11-28,Vancouver (BC),31634,410
2020-11-29,Portland (Multnomah Co),17242,236
2020-11-29,Seattle (King Co),43856,885
2020-11-29,Vancouver (BC),32642,427
2020-11-30,Portland (Multnomah Co),17576,241
2020-11-30,Seattle (King Co),44425,900
2020-11-30,Vancouver (BC),33238,441
2020-12-01,Portland (Multnomah Co),17825,244
2020-12-01,Seattle (King Co),45157,906
2020-12-01,Vancouver (BC),33894,457
2020-12-02,Portland (Multnomah Co),18162,250
2020-12-02,Seattle (King Co),45830,916
2020-12-02,Vancouver (BC),34728,469
2020-12-03,Portland (Multnomah Co),18432,251
2020-12-03,Seattle (King Co),46192,924
2020-12-03,Vancouver (BC),35421,481
2020-12-04,Portland (Multnomah Co),18813,263
2020-12-04,Seattle (King Co),46950,933
2020-12-04,Vancouver (BC),36132,492
2020-12-05,Portland (Multnomah Co),19209,269
2020-12-05,Seattle (King Co),47274,933
2020-12-05,Vancouver (BC),36779,510
2020-12-06,Portland (Multnomah Co),19396,270
2020-12-06,Seattle (King Co),47637,933
2020-12-06,Vancouver (BC),37505,520
2020-12-07,Portland (Multnomah Co),19732,276
2020-12-07,Seattle (King Co),49758,947
2020-12-07,Vancouver (BC),38152,527
2020-12-08,Portland (Multnomah Co),19995,286
2020-12-08,Seattle (King Co),50345,948
2020-12-08,Vancouver (BC),38718,543
2020-12-09,Portland (Multnomah Co),20194,297
2020-12-09,Seattle (King Co),50989,963
2020-12-09,Vancouver (BC),39337,559
2020-12-10,Portland (Multnomah Co),20575,298
2020-12-10,Seattle (King Co),51690,913
2020-12-10,Vancouver (BC),40060,587
2020-12-11,Portland (Multnomah Co),20852,306
2020-12-11,Seattle (King Co),52594,931
2020-12-11,Vancouver (BC),40797,598
2020-12-12,Portland (Multnomah Co),21156,306
2020-12-12,Seattle (King Co),53365,931
2020-12-12,Vancouver (BC),41495,626
2020-12-13,Portland (Multnomah Co),21323,306
2020-12-13,Seattle (King Co),54036,931
2020-12-13,Vancouver (BC),42184,640
2020-12-14,Portland (Multnomah Co),21561,307
2020-12-14,Seattle (King Co),54668,937
2020-12-14,Vancouver (BC),42943,647
2020-12-15,Portland (Multnomah Co),21764,323
2020-12-15,Seattle (King Co),54868,947
2020-12-15,Vancouver (BC),43463,668
2020-12-16,Portland (Multnomah Co),22212,338
2020-12-16,Seattle (King Co),55231,947
2020-12-16,Vancouver (BC),44103,692
2020-12-17,Portland (Multnomah Co),22453,345
2020-12-17,Seattle (King Co),56270,970
2020-12-17,Vancouver (BC),44776,713
2020-12-18,Portland (Multnomah Co),22652,350
2020-12-18,Seattle (King Co),57136,958
2020-12-18,Vancouver (BC),45400,724
2020-12-19,Portland (Multnomah Co),22973,365
2020-12-19,Seattle (King Co),57785,958
2020-12-19,Vancouver (BC),46052,752
2020-12-20,Portland (Multnomah Co),23138,365
2020-12-20,Seattle (King Co),57785,958
2020-12-20,Vancouver (BC),46538,760
2020-12-21,Portland (Multnomah Co),23441,365
2020-12-21,Seattle (King Co),58749,958
2020-12-21,Vancouver (BC),47067,765
2020-12-22,Portland (Multnomah Co),23620,375
2020-12-22,Seattle (King Co),58970,966
2020-12-22,Vancouver (BC),47510,777
2020-12-23,Portland (Multnomah Co),23836,381
2020-12-23,Seattle (King Co),59385,976
2020-12-23,Vancouver (BC),48027,796
2020-12-24,Portland (Multnomah Co),23990,381
2020-12-24,Seattle (King Co),59896,978
2020-12-24,Vancouver (BC),48609,808
2020-12-25,Portland (Multnomah Co),24293,387
2020-12-25,Seattle (King Co),59896,978
2020-12-25,Vancouver (BC),49121,833
2020-12-26,Portland (Multnomah Co),24471,387
2020-12-26,Seattle (King Co),60695,978
2020-12-26,Vancouver (BC),49568,847
2020-12-27,Portland (Multnomah Co),24581,387
2020-12-27,Seattle (King Co),60695,978
2020-12-27,Vancouver (BC),49992,861
2020-12-28,Portland (Multnomah Co),24705,389
2020-12-28,Seattle (King Co),61150,979
2020-12-28,Vancouver (BC),50433,872
2020-12-29,Portland (Multnomah Co),24796,389
2020-12-29,Seattle (King Co),61457,1024
2020-12-29,Vancouver (BC),50815,882
2020-12-30,Portland (Multnomah Co),24978,394
2020-12-30,Seattle (King Co),61712,1039
2020-12-30,Vancouver (BC),51300,893
2020-12-31,Portland (Multnomah Co),25290,394
2020-12-31,Seattle (King Co),62582,1052
2020-12-31,Vancouver (BC),51990,901
2021-01-01,Portland (Multnomah Co),25590,400
2021-01-01,Seattle (King Co),62582,1052
2021-01-01,Vancouver (BC),52555,901
2021-01-02,Portland (Multnomah Co),25754,400
2021-01-02,Seattle (King Co),62582,1052
2021-01-02,Vancouver (BC),53162,901
2021-01-03,Portland (Multnomah Co),25943,400
2021-01-03,Seattle (King Co),65267,1051
2021-01-03,Vancouver (BC),53662,901
2021-01-04,Portland (Multnomah Co),26028,400
2021-01-04,Seattle (King Co),65572,1054
2021-01-04,Vancouver (BC),54201,946
2021-01-05,Portland (Multnomah Co),26180,404
2021-01-05,Seattle (King Co),65836,1070
2021-01-05,Vancouver (BC),54629,954
2021-01-06,Portland (Multnomah Co),26285,412
2021-01-06,Seattle (King Co),66288,1087
2021-01-06,Vancouver (BC),55254,962
2021-01-07,Portland (Multnomah Co),26295,412
2021-01-07,Seattle (King Co),67000,1095
2021-01-07,Vancouver (BC),56015,970
2021-01-08,Portland (Multnomah Co),26544,413
2021-01-08,Seattle (King Co),67934,1107
2021-01-08,Vancouver (BC),56632,988
2021-01-09,Portland (Multnomah Co),26912,413
2021-01-09,Seattle (King Co),68801,1107
2021-01-09,Vancouver (BC),57170,999
2021-01-10,Portland (Multnomah Co),27137,413
2021-01-10,Seattle (King Co),68801,1107
2021-01-10,Vancouver (BC),57677,1005
2021-01-11,Portland (Multnomah Co),27144,422
2021-01-11,Seattle (King Co),70061,1107
2021-01-11,Vancouver (BC),58107,1010
2021-01-12,Portland (Multnomah Co),27400,425
2021-01-12,Seattle (King Co),70547,1124
2021-01-12,Vancouver (BC),58553,1019
2021-01-13,Portland (Multnomah Co),27705,441
2021-01-13,Seattle (King Co),71108,1137
2021-01-13,Vancouver (BC),59072,1031
2021-01-14,Portland (Multnomah Co),27890,446
2021-01-14,Seattle (King Co),71648,1146
2021-01-14,Vancouver (BC),59608,1038
2021-01-15,Portland (Multnomah Co),28068,457
2021-01-15,Seattle (King Co),72255,1154
2021-01-15,Vancouver (BC),60117,1047
2021-01-16,Portland (Multnomah Co),28237,458
2021-01-16,Seattle (King Co),72255,1154
2021-01-16,Vancouver (BC),60701,1064
2021-01-17,Portland (Multnomah Co),28337,458
2021-01-17,Seattle (King Co),73017,1154
2021-01-17,Vancouver (BC),61146,1073
2021-01-18,Portland (Multnomah Co),28467,463
2021-01-18,Seattle (King Co),73017,1154
2021-01-18,Vancouver (BC),61447,1078
2021-01-19,Portland (Multnomah Co),28586,463
2021-01-19,Seattle (King Co),73669,1168
2021-01-19,Vancouver (BC),61912,1090
2021-01-20,Portland (Multnomah Co),28678,464
2021-01-20,Seattle (King Co),74079,1168
2021-01-20,Vancouver (BC),62412,1104
2021-01-21,Portland (Multnomah Co),28796,464
2021-01-21,Seattle (King Co),74502,1193
2021-01-21,Vancouver (BC),62976,1119
2021-01-22,Portland (Multnomah Co),28929,465
2021-01-22,Seattle (King Co),74953,1205
2021-01-22,Vancouver (BC),63484,1128
2021-01-23,Portland (Multnomah Co),29040,465
2021-01-23,Seattle (King Co),75435,1205
2021-01-23,Vancouver (BC),64011,1128
2021-01-24,Portland (Multnomah Co),29114,465
2021-01-24,Seattle (King Co),75435,1205
2021-01-24,Vancouver (BC),64482,1128
2021-01-25,Portland (Multnomah Co),29216,468
2021-01-25,Seattle (King Co),75905,1221
2021-01-25,Vancouver (BC),64828,1154
2021-01-26,Portland (Multnomah Co),29403,468
2021-01-26,Seattle (King Co),76148,1222
2021-01-26,Vancouver (BC),65234,1168
2021-01-27,Portland (Multnomah Co),29512,479
2021-01-27,Seattle (King Co),76561,1232
2021-01-27,Vancouver (BC),65719,1172
2021-01-28,Portland (Multnomah Co),29676,480
2021-01-28,Seattle (King Co),77069,1235
2021-01-28,Vancouver (BC),66265,1184
2021-01-29,Portland (Multnomah Co),29799,480
2021-01-29,Seattle (King Co),77693,1244
2021-01-29,Vancouver (BC),66779,1189
2021-01-30,Portland (Multnomah Co),29920,480
2021-01-30,Seattle (King Co),78012,1244
2021-01-30,Vancouver (BC),67187,1189
2021-01-31,Portland (Multnomah Co),29920,480
2021-01-31,Seattle (King Co),78012,1244
2021-01-31,Vancouver (BC),67660,1189
2021-02-01,Portland (Multnomah Co),30097,481
2021-02-01,Seattle (King Co),78391,1254
2021-02-01,Vancouver (BC),67937,1210
2021-02-02,Portland (Multnomah Co),30234,486
2021-02-02,Seattle (King Co),78680,1252
2021-02-02,Vancouver (BC),68366,1218
2021-02-03,Portland (Multnomah Co),30278,488
2021-02-03,Seattle (King Co),79063,1266
2021-02-03,Vancouver (BC),68780,1234
2021-02-04,Portland (Multnomah Co),30416,488
2021-02-04,Seattle (King Co),79342,1270
2021-02-04,Vancouver (BC),69245,1240
2021-02-05,Portland (Multnomah Co),30540,488
2021-02-05,Seattle (King Co),79633,1279
2021-02-05,Vancouver (BC),69716,1246
2021-02-06,Portland (Multnomah Co),30627,488
2021-02-06,Seattle (King Co),79701,1279
2021-02-06,Vancouver (BC),70144,1246
2021-02-07,Portland (Multnomah Co),30688,488
2021-02-07,Seattle (King Co),79701,1279
2021-02-07,Vancouver (BC),70609,1246
2021-02-08,Portland (Multnomah Co),30756,491
2021-02-08,Seattle (King Co),80417,1278
2021-02-08,Vancouver (BC),70952,1259
2021-02-09,Portland (Multnomah Co),30830,491
2021-02-09,Seattle (King Co),80596,1292
2021-02-09,Vancouver (BC),71387,1263
2021-02-10,Portland (Multnomah Co),30949,494
2021-02-10,Seattle (King Co),80798,1297
2021-02-10,Vancouver (BC),71856,1269
2021-02-11,Portland (Multnomah Co),31021,494
2021-02-11,Seattle (King Co),81084,1307
2021-02-11,Vancouver (BC),72305,1278
2021-02-12,Portland (Multnomah Co),31067,508
2021-02-12,Seattle (King Co),81332,1313
2021-02-12,Vancouver (BC),72750,1288
2021-02-13,Portland (Multnomah Co),31137,512
2021-02-13,Seattle (King Co),81543,1313
2021-02-13,Vancouver (BC),73202,1298
2021-02-14,Portland (Multnomah Co),31182,512
2021-02-14,Seattle (King Co),81543,1313
2021-02-14,Vancouver (BC),73633,1303
2021-02-15,Portland (Multnomah Co),31204,512
2021-02-15,Seattle (King Co),81543,1313
2021-02-15,Vancouver (BC),73981,1310
2021-02-16,Portland (Multnomah Co),31340,512
2021-02-16,Seattle (King Co),82024,1323
2021-02-16,Vancouver (BC),74283,1314
2021-02-17,Portland (Multnomah Co),31344,516
2021-02-17,Seattle (King Co),82203,1331
2021-02-17,Vancouver (BC),74710,1317
2021-02-18,Portland (Multnomah Co),31406,516
2021-02-18,Seattle (King Co),82404,1350
2021-02-18,Vancouver (BC),75327,1321
2021-02-19,Portland (Multnomah Co),31465,516
2021-02-19,Seattle (King Co),82617,1359
2021-02-19,Vancouver (BC),75835,1327
2021-02-20,Portland (Multnomah Co),31526,516
2021-02-20,Seattle (King Co),82837,1359
2021-02-20,Vancouver (BC),76339,1327
2021-02-21,Portland (Multnomah Co),31534,516
2021-02-21,Seattle (King Co),82837,1359
2021-02-21,Vancouver (BC),76814,1327
2021-02-22,Portland (Multnomah Co),31614,520
2021-02-22,Seattle (King Co),83073,1372
2021-02-22,Vancouver (BC),77263,1335
2021-02-23,Portland (Multnomah Co),31669,520
2021-02-23,Seattle (King Co),83197,1373
2021-02-23,Vancouver (BC),77858,1336
2021-02-24,Portland (Multnomah Co),31726,533
2021-02-24,Seattle (King Co),83359,1382
2021-02-24,Vancouver (BC),78350,1338
2021-02-25,Portland (Multnomah Co),31799,534
2021-02-25,Seattle (King Co),83613,1392
2021-02-25,Vancouver (BC),78782,1348
2021-02-26,Portland (Multnomah Co),31844,534
2021-02-26,Seattle (King Co),83803,1396
2021-02-26,Vancouver (BC),79340,1355
2021-02-27,Portland (Multnomah Co),31853,534
2021-02-27,Seattle (King Co),84016,1396
2021-02-27,Vancouver (BC),79909,1355
2021-02-28,Portland (Multnomah Co),31877,534
2021-02-28,Seattle (King Co),84016,1396
2021-02-28,Vancouver (BC),80454,1355
2021-03-01,Portland (Multnomah Co),31971,535
2021-03-01,Seattle (King Co),84246,1396
2021-03-01,Vancouver (BC),80929,1363
2021-03-02,Portland (Multnomah Co),31971,535
2021-03-02,Seattle (King Co),84328,1399
2021-03-02,Vancouver (BC),81367,1365
2021-03-03,Portland (Multnomah Co),32028,547
2021-03-03,Seattle (King Co),84490,1408
2021-03-03,Vancouver (BC),81909,1372
2021-03-04,Portland (Multnomah Co),32028,550
2021-03-04,Seattle (King Co),84716,1415
2021-03-04,Vancouver (BC),82473,1376
2021-03-05,Portland (Multnomah Co),32089,554
2021-03-05,Seattle (King Co),84857,1417
2021-03-05,Vancouver (BC),83107,1380
2021-03-06,Portland (Multnomah Co),32089,554
2021-03-06,Seattle (King Co),85017,1417
2021-03-06,Vancouver (BC),83652,1383
2021-03-07,Portland (Multnomah Co),32089,554
2021-03-07,Seattle (King Co),85017,1417
2021-03-07,Vancouver (BC),84184,1387
2021-03-08,Portland (Multnomah Co),32138,554
2021-03-08,Seattle (King Co),85284,1427
2021-03-08,Vancouver (BC),84569,1391
2021-03-09,Portland (Multnomah Co),32138,554
2021-03-09,Seattle (King Co),85419,1429
2021-03-09,Vancouver (BC),85119,1393
2021-03-10,Portland (Multnomah Co),32231,556
2021-03-10,Seattle (King Co),85598,1435
2021-03-10,Vancouver (BC),85650,1394
2021-03-11,Portland (Multnomah Co),32231,556
2021-03-11,Seattle (King Co),85826,1437
2021-03-11,Vancouver (BC),86219,1397
2021-03-12,Portland (Multnomah Co),32385,557
2021-03-12,Seattle (King Co),86004,1441
2021-03-12,Vancouver (BC),86867,1397
2021-03-13,Portland (Multnomah Co),32385,557
2021-03-13,Seattle (King Co),86236,1441
2021-03-13,Vancouver (BC),87422,1401
2021-03-14,Portland (Multnomah Co),32393,557
2021-03-14,Seattle (King Co),86236,1441
2021-03-14,Vancouver (BC),87913,1404
2021-03-15,Portland (Multnomah Co),32503,558
2021-03-15,Seattle (King Co),86542,1442
2021-03-15,Vancouver (BC),88373,1407
2021-03-16,Portland (Multnomah Co),32503,558
2021-03-16,Seattle (King Co),86657,1445
2021-03-16,Vancouver (BC),88929,1407
2021-03-17,Portland (Multnomah Co),32564,561
2021-03-17,Seattle (King Co),86852,1444
2021-03-17,Vancouver (BC),89427,1411
2021-03-18,Portland (Multnomah Co),32564,561
2021-03-18,Seattle (King Co),87140,1451
2021-03-18,Vancouver (BC),90049,1419
2021-03-19,Portland (Multnomah Co),32663,564
2021-03-19,Seattle (King Co),87395,1451
2021-03-19,Vancouver (BC),90786,1421
2021-03-20,Portland (Multnomah Co),32663,564
2021-03-20,Seattle (King Co),87628,1451
2021-03-20,Vancouver (BC),91342,1421
2021-03-21,Portland (Multnomah Co),32668,564
2021-03-21,Seattle (King Co),87628,1451
2021-03-21,Vancouver (BC),91940,1421
2021-03-22,Portland (Multnomah Co),32779,565
2021-03-22,Seattle (King Co),88023,1453
2021-03-22,Vancouver (BC),92571,1437
2021-03-23,Portland (Multnomah Co),32814,566
2021-03-23,Seattle (King Co),88114,1454
2021-03-23,Vancouver (BC),93253,1438
2021-03-24,Portland (Multnomah Co),32866,565
2021-03-24,Seattle (King Co),88467,1460
2021-03-24,Vancouver (BC),93969,1441
2021-03-25,Portland (Multnomah Co),32930,565
2021-03-25,Seattle (King Co),88835,1462
2021-03-25,Vancouver (BC),94769,1446
2021-03-26,Portland (Multnomah Co),33039,565
2021-03-26,Seattle (King Co),89205,1460
2021-03-26,Vancouver (BC),95677,1449
2021-03-27,Portland (Multnomah Co),33039,565
2021-03-27,Seattle (King Co),89638,1460
2021-03-27,Vancouver (BC),96613,1452
2021-03-28,Portland (Multnomah Co),33042,565
2021-03-28,Seattle (King Co),89638,1460
2021-03-28,Vancouver (BC),97418,1453
2021-03-29,Portland (Multnomah Co),33164,567
2021-03-29,Seattle (King Co),90127,1463
2021-03-29,Vancouver (BC),98195,1455
2021-03-30,Portland (Multnomah Co),33164,567
2021-03-30,Seattle (King Co),90335,1466
2021-03-30,Vancouver (BC),99035,1455
2021-03-31,Portland (Multnomah Co),33248,567
2021-03-31,Seattle (King Co),90694,1467
2021-03-31,Vancouver (BC),100048,1458
2021-04-01,Portland (Multnomah Co),33314,567
2021-04-01,Seattle (King Co),91106,1470
2021-04-01,Vancouver (BC),100880,1463
2021-04-02,Portland (Multnomah Co),33425,568
2021-04-02,Seattle (King Co),91510,1472
2021-04-02,Vancouver (BC),101954,1463
2021-04-03,Portland (Multnomah Co),33485,568
2021-04-03,Seattle (King Co),91857,1472
2021-04-03,Vancouver (BC),103031,1463
2021-04-04,Portland (Multnomah Co),33569,568
2021-04-04,Seattle (King Co),91857,1472
2021-04-04,Vancouver (BC),104030,1463
2021-04-05,Portland (Multnomah Co),33712,567
2021-04-05,Seattle (King Co),92478,1475
2021-04-05,Vancouver (BC),104920,1486
2021-04-06,Portland (Multnomah Co),33712,567
2021-04-06,Seattle (King Co),92572,1477
2021-04-06,Vancouver (BC),105988,1489
2021-04-07,Portland (Multnomah Co),33776,572
2021-04-07,Seattle (King Co),93004,1480
2021-04-07,Vancouver (BC),106985,1491
2021-04-08,Portland (Multnomah Co),33878,572
2021-04-08,Seattle (King Co),93326,1483
2021-04-08,Vancouver (BC),108278,1493
2021-04-09,Portland (Multnomah Co),33969,572
2021-04-09,Seattle (King Co),93762,1484
2021-04-09,Vancouver (BC),109540,1495
2021-04-10,Portland (Multnomah Co),34095,572
2021-04-10,Seattle (King Co),94134,1484
2021-04-10,Vancouver (BC),110823,1504
2021-04-11,Portland (Multnomah Co),34192,572
2021-04-11,Seattle (King Co),94134,1484
2021-04-11,Vancouver (BC),111859,1509
2021-04-12,Portland (Multnomah Co),34326,575
2021-04-12,Seattle (King Co),94777,1485
2021-04-12,Vancouver (BC),112829,1513
2021-04-13,Portland (Multnomah Co),34326,575
2021-04-13,Seattle (King Co),95003,1489
2021-04-13,Vancouver (BC),113702,1515
2021-04-14,Portland (Multnomah Co),34438,576
2021-04-14,Seattle (King Co),95349,1492
2021-04-14,Vancouver (BC),114870,1521
2021-04-15,Portland (Multnomah Co),34555,576
2021-04-15,Seattle (King Co),95784,1493
2021-04-15,Vancouver (BC),116075,1524
2021-04-16,Portland (Multnomah Co),34718,576
2021-04-16,Seattle (King Co),96337,1496
2021-04-16,Vancouver (BC),117080,1530
2021-04-17,Portland (Multnomah Co),34800,576
2021-04-17,Seattle (King Co),96810,1496
2021-04-17,Vancouver (BC),118107,1530
2021-04-18,Portland (Multnomah Co),34937,576
2021-04-18,Seattle (King Co),96810,1496
2021-04-18,Vancouver (BC),119040,1530
2021-04-19,Portland (Multnomah Co),35152,578
2021-04-19,Seattle (King Co),97232,1500
2021-04-19,Vancouver (BC),120040,1538
2021-04-20,Portland (Multnomah Co),35152,578
2021-04-20,Seattle (King Co),97714,1503
2021-04-20,Vancouver (BC),120889,1539
2021-04-21,Portland (Multnomah Co),35310,582
2021-04-21,Seattle (King Co),98161,1505
2021-04-21,Vancouver (BC),121751,1546
2021-04-22,Portland (Multnomah Co),35509,582
2021-04-22,Seattle (King Co),98629,1506
2021-04-22,Vancouver (BC),122757,1550
2021-04-23,Portland (Multnomah Co),35705,583
2021-04-23,Seattle (King Co),99087,1506
