country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,city
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-06,-15,-16,39,-31,-9,4,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-07,-28,-15,-14,-49,-43,14,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-08,-24,-13,4,-50,-43,14,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-09,-24,-13,18,-49,-43,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-10,-26,-12,-4,-47,-44,14,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-11,-24,-11,17,-45,-42,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-12,-20,-10,65,-25,-14,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-13,-20,-7,21,-31,-10,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-14,-19,-3,-20,-47,-43,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-15,-26,-15,1,-46,-43,14,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-16,-25,-14,16,-46,-43,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-17,-25,-15,-4,-44,-44,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-18,-23,-14,16,-42,-44,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-19,-25,-18,-9,-26,-16,4,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-20,-15,-19,-4,-27,-11,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-21,-19,-14,1,-48,-62,15,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-22,-26,-18,-21,-44,-50,15,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-23,-26,-17,1,-46,-49,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-24,-25,-18,-7,-45,-49,14,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-25,-25,-17,9,-44,-47,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-26,-26,-20,-1,-26,-15,4,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-27,-19,-21,-38,-25,-9,4,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-02-28,-31,-21,-44,-46,-43,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-01,-21,-12,5,-44,-42,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-02,-25,-16,-16,-46,-43,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-03,-24,-13,-4,-44,-43,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-04,-23,-14,-1,-43,-41,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-05,-21,-17,36,-25,-14,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-06,-12,-16,24,-25,-9,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-07,-25,-16,-9,-44,-42,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-08,-23,-15,-11,-44,-42,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-09,-24,-15,14,-46,-42,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-10,-26,-16,-5,-44,-42,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-11,-24,-16,-2,-44,-43,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-12,-22,-18,18,-25,-14,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-13,-15,-18,-3,-26,-9,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-14,-29,-19,-37,-45,-42,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-15,-24,-14,-5,-45,-42,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-16,-22,-13,20,-44,-42,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-17,-24,-14,-13,-43,-42,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-18,-23,-15,5,-42,-43,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-19,-23,-19,-9,-25,-16,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-20,-15,-19,-15,-23,-10,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-21,-27,-17,-26,-43,-42,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-22,-20,-14,47,-41,-41,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-23,-24,-17,-9,-43,-42,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-24,-22,-14,24,-41,-43,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-25,-21,-15,27,-41,-42,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-26,-19,-18,27,-22,-14,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-27,-10,-16,42,-21,-9,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-28,-25,-17,-4,-42,-41,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-29,-21,-15,23,-40,-40,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-30,-23,-16,0,-42,-41,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-03-31,-21,-12,17,-40,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-01,-21,-13,10,-41,-40,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-02,-20,-16,40,-19,-15,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-03,-14,-17,-21,-21,-9,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-04,-24,-16,-20,-42,-43,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-05,-20,-12,16,-38,-43,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-06,-19,-13,36,-39,-43,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-07,-19,-11,57,-37,-44,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-08,-21,-12,-3,-39,-43,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-09,-22,-15,1,-20,-16,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-10,-15,-16,-26,-21,-11,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-11,-24,-14,-11,-40,-46,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-12,-23,-14,-9,-40,-46,12,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-13,-23,-14,0,-42,-46,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-14,-23,-13,-3,-39,-46,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-15,-19,-10,21,-39,-48,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-16,-20,-11,4,-19,-18,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-17,-26,-15,31,-19,-19,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-18,-25,-18,-33,-41,-42,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-19,-20,-12,22,-38,-40,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-20,-21,-15,-5,-38,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-21,-22,-14,-4,-38,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-22,-20,-12,31,-37,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-23,-19,-14,56,-15,-15,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-24,-7,-13,47,-16,-10,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-25,-23,-13,-11,-38,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-26,-20,-10,11,-38,-39,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-27,-19,-10,23,-38,-40,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-28,-21,-11,8,-36,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-29,-18,-10,27,-35,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-04-30,-19,-12,30,-14,-15,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-01,-8,-10,34,-17,-9,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-02,-22,-12,-18,-39,-42,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-03,-18,-8,15,-37,-40,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-04,-14,-8,40,-34,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-05,-19,-9,-24,-37,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-06,-20,-10,-10,-35,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-07,-17,-6,9,-15,-16,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-08,0,-4,31,-14,-10,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-09,-21,-11,5,-37,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-10,-16,-7,39,-35,-40,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-11,-18,-9,32,-36,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-12,-23,-11,-16,-37,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-13,-19,-9,25,-34,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-14,-20,-13,44,-11,-17,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-15,-14,-15,-29,-12,-11,3,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-16,-21,-10,16,-36,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-17,-19,-9,32,-35,-39,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-18,-19,-10,15,-37,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-19,-19,-8,28,-35,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-20,-19,-9,39,-34,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-21,-18,-11,81,-9,-17,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-22,-7,-10,65,-10,-10,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-23,-20,-10,18,-36,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-24,-19,-10,10,-34,-40,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-25,-17,-8,46,-34,-41,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-26,-19,-9,2,-35,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-27,-17,-7,36,-35,-46,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-28,-24,-16,1,-17,-22,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-29,-9,-18,-19,-18,-15,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-30,-17,-9,54,-46,-79,15,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-05-31,-17,-6,57,-33,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-01,-19,-7,30,-36,-40,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-02,-20,-8,19,-35,-40,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-03,-20,-9,4,-35,-41,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-04,-17,-11,44,-10,-16,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-05,-9,-10,8,-11,-10,2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-06,-19,-8,23,-34,-40,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-07,-14,-7,54,-31,-39,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-08,-15,-6,53,-33,-40,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-09,-20,-12,-21,-33,-41,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-10,-17,-7,11,-31,-42,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-11,-14,-8,74,-3,-16,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-12,-4,-11,12,-5,-11,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-13,-15,-8,7,-31,-42,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-14,-12,-6,37,-29,-40,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-15,-13,-5,40,-31,-42,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-16,-12,-4,57,-30,-42,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-17,-17,-7,5,-31,-45,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-18,-18,-9,38,-2,-18,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-19,-4,-9,46,-4,-13,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-20,-13,-6,48,-35,-55,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-21,-12,-5,83,-30,-46,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-22,-17,-8,28,-33,-47,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-23,-15,-5,64,-30,-48,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-24,-18,-6,79,-29,-50,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-25,-20,-9,91,1,-19,-2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-26,-4,-7,89,2,-12,-2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-27,-14,-7,50,-31,-49,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-28,-15,-9,29,-29,-48,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-29,-15,-7,43,-30,-48,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-06-30,-14,-3,57,-29,-48,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-01,-15,-2,67,-29,-51,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-02,-26,-12,45,-9,-21,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-03,-14,-12,-22,-13,-15,1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-04,-29,-6,116,-44,-83,14,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-05,-18,-7,39,-31,-54,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-06,-19,-8,39,-33,-49,11,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-07,-15,-6,57,-32,-49,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-08,-17,-8,59,-32,-49,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-09,-17,-11,80,-1,-17,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-10,-5,-10,66,-2,-10,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-11,-16,-6,57,-30,-49,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-12,-13,-5,76,-28,-47,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-13,-15,-6,74,-30,-47,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-14,-15,-5,64,-29,-48,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-15,-17,-7,81,-29,-49,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-16,-19,-12,64,-1,-17,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-17,-8,-11,52,-4,-9,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-18,-18,-10,40,-30,-48,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-19,-13,-6,74,-27,-47,13,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-20,-15,-5,82,-29,-48,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-21,-15,-5,68,-27,-47,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-22,-15,-6,71,-27,-49,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-23,-18,-11,81,3,-17,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-24,-4,-10,76,3,-10,0,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-25,-15,-6,47,-27,-48,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-26,-12,-3,70,-26,-47,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-27,-13,-4,70,-29,-47,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-28,-15,-3,55,-29,-47,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-29,-17,-1,59,-31,-49,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-30,-21,-9,70,-5,-17,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-07-31,-6,-8,61,-3,-9,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-01,-14,-5,44,-29,-48,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-02,-9,-3,64,-26,-46,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-03,-9,-4,68,-27,-47,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-04,-13,-5,44,-27,-47,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-05,-15,-5,77,-27,-49,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-06,-19,-9,92,5,-18,-1,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-07,-5,-8,83,5,-10,-2,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-08,-14,-7,45,-28,-48,9,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-09,-12,-6,57,-24,-46,10,Seattle
US,United States,Washington,King County,NA,NA,53033,ChIJN3gtg4xckFQRPuBki2urgOI,2022-08-10,-13,-7,49,-28,-47,10,Seattle
