country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,city
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-08,-16,3,56,-30,-41,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-09,-15,3,86,-31,-42,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-10,-17,1,63,-30,-42,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-11,-21,-2,15,-32,-39,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-12,-24,-1,80,-12,-15,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-13,-17,-6,-8,-19,-18,4,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-14,-14,0,54,-29,-42,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-15,-15,2,55,-29,-42,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-16,-12,5,109,-25,-42,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-17,-14,5,92,-29,-44,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-18,-18,3,70,-29,-42,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-19,-23,2,97,-12,-18,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-20,-12,2,71,-18,-18,-1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-21,-14,0,82,-28,-45,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-22,-15,3,84,-27,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-23,-13,4,102,-27,-44,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-24,-14,6,84,-29,-45,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-25,-20,3,48,-29,-42,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-26,-33,-4,44,-19,-20,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-27,-27,-7,12,-24,-24,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-28,-25,-5,20,-39,-51,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-29,-18,-2,57,-31,-46,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-06-30,-12,2,81,-28,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-01,-12,5,64,-27,-45,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-02,-16,5,57,-27,-43,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-03,-23,5,75,-17,-18,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-04,-26,2,73,-23,-27,-1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-05,-9,0,120,-36,-69,11,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-06,-14,6,83,-25,-45,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-07,-14,2,97,-26,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-08,-14,3,83,-26,-45,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-09,-18,-1,64,-28,-42,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-10,-23,-1,91,-13,-16,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-11,-9,1,72,-15,-16,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-12,-11,3,87,-25,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-13,-12,6,91,-25,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-14,-12,3,102,-25,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-15,-13,3,89,-25,-44,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-16,-16,-1,67,-27,-41,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-17,-20,1,104,-10,-16,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-18,-7,0,87,-14,-16,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-19,-10,3,96,-25,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-20,-12,4,83,-24,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-21,-9,3,96,-25,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-22,-13,4,90,-28,-44,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-23,-16,0,67,-26,-40,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-24,-23,-2,90,-14,-16,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-25,-10,-1,71,-15,-16,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-26,-11,2,90,-26,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-27,-13,4,85,-25,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-28,-13,4,97,-25,-42,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-29,-15,5,74,-28,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-30,-19,0,42,-30,-41,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-07-31,-24,-3,74,-15,-16,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-01,-8,2,67,-14,-17,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-02,-11,4,78,-27,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-03,-13,8,80,-26,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-04,-10,5,91,-25,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-05,-13,4,74,-27,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-06,-17,-2,38,-29,-41,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-07,-21,-2,75,-11,-16,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-08,-10,-1,73,-16,-16,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-09,-11,3,82,-26,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-10,-14,6,74,-26,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-11,-17,4,63,-27,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-12,-21,1,36,-29,-46,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-13,-23,-2,19,-29,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-14,-27,-4,51,-18,-18,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-15,-10,-2,49,-14,-18,0,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-16,-12,3,79,-25,-44,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-17,-14,3,65,-26,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-18,-13,2,84,-25,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-19,-15,2,66,-27,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-20,-19,-3,37,-29,-42,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-21,-24,-5,58,-14,-16,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-22,-11,-4,33,-16,-17,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-23,-13,1,72,-28,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-24,-16,2,70,-29,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-25,-15,2,77,-28,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-26,-17,1,51,-29,-45,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-27,-19,-2,49,-29,-41,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-28,-25,-4,66,-16,-16,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-29,-13,-1,55,-17,-17,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-30,-15,0,51,-30,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-08-31,-15,5,55,-30,-43,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-01,-12,8,73,-28,-43,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-02,-16,6,57,-29,-44,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-03,-18,1,36,-29,-41,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-04,-23,0,68,-17,-19,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-05,-10,0,62,-21,-19,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-06,-12,1,116,-37,-72,14,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-07,-17,6,54,-26,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-08,-18,4,68,-30,-42,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-09,-19,3,52,-31,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-10,-20,-3,36,-31,-39,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-11,-23,-3,78,-18,-16,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-12,-12,-1,54,-17,-17,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-13,-15,1,57,-29,-41,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-14,-17,3,64,-30,-42,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-15,-14,0,64,-29,-41,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-16,-18,1,58,-29,-43,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-17,-20,-3,23,-31,-39,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-18,-27,-7,2,-23,-19,4,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-19,-12,-6,6,-21,-18,3,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-20,-14,-1,54,-28,-40,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-21,-17,1,63,-30,-40,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-22,-18,-1,51,-31,-37,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-23,-18,-1,54,-30,-39,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-24,-19,-4,44,-30,-36,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-25,-23,-4,81,-18,-16,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-26,-15,-4,35,-20,-17,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-27,-21,-4,-9,-31,-38,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-28,-20,0,9,-33,-38,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-29,-18,0,45,-31,-37,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-09-30,-21,-2,8,-30,-38,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-01,-17,1,25,-30,-34,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-02,-21,0,57,-20,-14,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-03,-11,0,47,-20,-15,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-04,-13,3,46,-31,-36,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-05,-20,2,-1,-32,-38,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-06,-18,0,28,-30,-36,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-07,-18,0,38,-29,-38,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-08,-19,-3,22,-30,-39,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-09,-24,-3,38,-20,-15,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-10,-15,-3,1,-22,-17,3,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-11,-15,0,42,-28,-37,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-12,-20,1,18,-29,-37,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-13,-19,-1,9,-31,-37,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-14,-21,-2,10,-29,-37,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-15,-17,-2,31,-28,-33,7,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-16,-20,-1,72,-17,-14,1,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-17,-15,-2,12,-22,-16,3,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-18,-17,0,36,-28,-36,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-19,-19,1,35,-29,-37,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-20,-15,-1,25,-30,-36,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-21,-22,-2,13,-31,-38,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-22,-20,-2,-6,-31,-34,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-23,-23,-6,-3,-22,-16,4,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-24,-18,-5,-12,-24,-17,5,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-25,-17,-2,3,-30,-36,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-26,-20,0,-2,-30,-36,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-27,-15,-1,16,-31,-36,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-28,-18,0,14,-30,-37,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-29,-16,-2,8,-32,-33,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-30,-19,1,47,-20,-15,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-10-31,-14,3,34,-22,-17,2,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-01,-20,-3,-13,-31,-37,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-02,-20,0,5,-30,-36,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-03,-18,-1,13,-32,-36,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-04,-20,-3,-10,-32,-37,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-05,-16,-3,8,-32,-36,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-06,-23,-8,-8,-24,-17,5,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-07,-12,-5,-25,-25,-17,4,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-08,-15,-1,24,-29,-35,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-09,-20,-1,-3,-32,-35,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-10,-17,-2,8,-30,-35,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-11,-17,-5,-17,-35,-48,13,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-12,-25,-9,-33,-37,-38,11,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-13,-21,-7,9,-20,-15,4,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-14,-11,-6,5,-22,-15,3,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-15,-17,-4,-8,-29,-35,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-16,-17,0,11,-30,-35,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-17,-17,-2,12,-31,-35,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-18,-21,-5,-13,-32,-36,10,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-19,-20,-4,-7,-33,-32,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-20,-19,-5,21,-17,-14,3,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-21,-9,-5,-1,-22,-13,3,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-22,-13,2,9,-30,-38,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-23,-12,12,-3,-29,-40,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-24,-6,28,17,-27,-45,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-25,-66,-25,14,-53,-85,17,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-26,-24,-15,6,-46,-64,15,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-27,-29,-18,-15,-24,-20,5,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-28,-13,-11,12,-21,-15,3,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-29,-18,-3,7,-28,-34,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-11-30,-18,0,10,-27,-35,9,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-12-01,-15,2,29,-28,-34,8,Portland
US,United States,Oregon,Multnomah County,NA,NA,41051,ChIJsbYckviDlVQR6bqXj-gieh8,2021-12-02,-18,-1,6,-32,-36,9,Portland
